BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,EdgeCount,Indegree,NeighborhoodConnectivity,Outdegree
0,0.325646794,0.2,5,0,180.8,5
0,1,0,1,0,82,1
0,1,0,1,0,82,1
0,1,0,1,0,82,1
0,1,0,1,0,49,1
0,1,0,1,0,49,1
0,1,0,1,0,49,1
0,1,0,1,0,49,1
0,0.257276161,0,3,0,52,3
0,1,0,1,0,49,1
0,1,0,1,0,49,1
0,0.305258996,0.097222222,9,0,94.88888889,9
0,0.257619577,0,1,0,73,1
0,0.260312465,0,1,0,157,1
0,0.260312465,0,1,0,157,1
0,1,0,1,0,41,1
0,0.35812587,0.117647059,17,0,168.4705882,17
0,0.348323056,0.209090909,11,0,215.9090909,11
0,1,0,1,0,73,1
0,0.271416852,0,2,0,89,2
0,0.339738888,0.15,5,0,211,5
0,0.320066335,0,1,0,410,1
0,0.337954181,0.128787879,12,0,166.1666667,12
0,0.336090553,0.159090909,12,0,124.0833333,12
0,0.325280899,0.066666667,6,0,132.3333333,6
0,0.322742475,0.166666667,4,0,194.25,4
0,0.353966071,0.10326087,24,0,113.75,24
0,0.320908965,0.5,2,0,241.5,2
0,0.321398834,0,2,0,260.5,2
0,0.39807494,0.072256729,70,0,128.0428571,70
0,0.339938353,0.2,6,0,195.6666667,6
0,0.320066335,0,1,0,410,1
0,0.328837143,0.066666667,6,0,154.8333333,6
0,0.347382631,0.107843137,18,0,137.6111111,18
0,0.350007556,0.19047619,7,0,252,7
0,0.320066335,0,1,0,410,1
0,0.320066335,0,1,0,410,1
0,0.321621997,0.5,2,0,251.5,2
0,0.36232791,0.065934066,14,0,142.3571429,14
0,1,0,1,0,57,1
0,0.322293348,0.041666667,9,0,132.7777778,9
0,1,0,1,0,57,1
0,1,0,1,0,57,1
0,0.272727273,0,1,0,124,1
0,0.332997988,0.071428571,22,0,129.5909091,22
0,0,0,1,1,22,0
0,0.28978979,0.083333333,4,0,87.75,4
0,0.272727273,0,1,0,124,1
0,0.246068848,0,2,0,48,2
0,0.292793932,0,4,0,114.5,4
0,0.251520417,0,2,0,80,2
0,0.244355349,0.5,2,0,58,2
0,1,0,1,0,81,1
0,1,0,1,0,81,1
0,0.232506776,0,1,0,57,1
0,0.286420975,0,4,0,75.5,4
0,0.205191814,0,1,0,43,1
0,0.284695759,0,1,0,152,1
0,0.231576842,0,1,0,12,1
0,1,0,1,0,40,1
0,0.327396098,0,2,0,204,2
0,0.256933659,0,2,0,76,2
0,0.297801209,0.008333333,16,0,62.875,16
0,0,0.083333333,4,4,132,0
0,1,0,1,0,40,1
0,1,0,1,0,40,1
0,1,0,1,0,40,1
0,0,0,2,2,37,0
0,0.287309267,0,1,0,309,1
0,0.390133019,0.107894737,20,0,185.35,20
0,0,0,1,1,20,0
0,0.287309267,0,1,0,309,1
0,0.287309267,0,1,0,309,1
0,0,0.5,3,3,248.3333333,0
0,0.363979255,0.176190476,15,0,238.8,15
0,0.287309267,0,1,0,309,1
0,0.301719646,0,3,0,182.3333333,3
0,0.287309267,0,1,0,309,1
0,0.287309267,0,1,0,309,1
0,0.29157749,0,2,0,121.5,2
0,0.264262894,0,2,0,66.5,2
0,0.260458839,0,1,0,87,1
0,0.2890664,0,2,0,78.5,2
0,0.28899426,0,1,0,81,1
0,0.315918701,0.018181818,11,0,105.0909091,11
0,0.351015459,0.133333333,15,0,140.8666667,15
0,0.289030326,0,1,0,136,1
0,0.244329571,0,1,0,35,1
0,0.23125312,0,1,0,81,1
0,0.318788713,0.027777778,9,0,152.1111111,9
0,0.279811526,0,5,0,60.4,5
0,0.254897645,0,3,0,60.66666667,3
0,0.282852956,0.15,5,0,125.4,5
0,0.27476569,0,1,0,144,1
0,1,0,1,0,1,1
0,0,0,1,1,1,0
0,0.293439716,0,9,0,84.22222222,9
0,0,0,2,2,5.5,0
0,0,0.119047619,7,7,116.8571429,0
0,0.288686768,0,2,0,193,2
0,0.261635789,0,1,0,114,1
0,0,0,5,5,94.6,0
0,0,0.083333333,4,4,159.25,0
0,0.270813845,0,3,0,112.6666667,3
0,0.260341727,0,1,0,45,1
0,0.260341727,0,1,0,45,1
0,0.260341727,0,1,0,45,1
0,0.310081671,0,3,0,131.3333333,3
0,0.330762639,0.018181818,11,0,113.9090909,11
0,0.390820115,0.202651515,33,0,195.4545455,33
0,0.306268183,0.5,2,0,159,2
0,0.306836248,0,3,0,148.3333333,3
0,0.323283082,0.5,2,0,251,2
0,0.306227687,0,1,0,221,1
0,0.6,0,1,0,91,1
0,1,0,2,0,146,2
0,0.342350333,0.133333333,10,0,164.4,10
0,0.281717553,0.5,2,0,84.5,2
0,0.298415153,0,3,0,92.33333333,3
0,0.303260443,0.05,5,0,133.4,5
0,0.333910035,0.125,9,0,137,9
0,0.282956628,0,6,0,130.5,6
0,0.234199616,0,1,0,23,1
0,0.272695161,0,1,0,129,1
0,0.328977273,0.333333333,3,0,181.3333333,3
0,0.272695161,0,1,0,129,1
0,0.272695161,0,1,0,129,1
0,0.387615063,0.065995976,71,0,121.5915493,71
0,0.297418775,0,1,0,130,1
0,0.299302145,0,2,0,95,2
0,0.272566788,0,1,0,74,1
0,1,0,1,0,12,1
0,0.247145449,0,1,0,111,1
0,0.247145449,0,1,0,111,1
0,0.290480371,0,2,0,133.5,2
0,0.322024472,0,1,0,303,1
0,0.322024472,0,1,0,303,1
0,1,0,1,0,52,1
0,1,0,1,0,97,1
0,0.280421359,0.023809524,7,0,186.2857143,7
0,1,0,1,0,97,1
0,0.329773601,0.25,4,0,163.25,4
0,1,0,1,0,12,1
0,0.288706058,0,1,0,156,1
0,0.323916084,0.5,2,0,316,2
0,0.290772128,0,2,0,311.5,2
0,0.288706058,0,1,0,156,1
0,0.325463744,0.35,5,0,208.2,5
0,0.288706058,0,1,0,156,1
0,0.32925789,0.333333333,4,0,358.75,4
0,0.357242018,0.067741935,31,0,127.8387097,31
0,0.30958428,0.106060606,12,0,98.58333333,12
0,0.254897645,0,1,0,47,1
0,1,0,1,0,6,1
0,0.295069436,0.5,2,0,90,2
0,0.249246664,0,1,0,47,1
0,0.273242095,0,1,0,160,1
0,0.239925412,0,1,0,59,1
0,0.32762767,0.5,2,0,225.5,2
0,0.340287981,0.303571429,8,0,190.625,8
0,0.327674024,0.5,2,0,235,2
0,0.245990441,0,1,0,15,1
0,0.32157734,0.5,3,0,187.3333333,3
0,0.257161892,0,1,0,102,1
0,0.33785558,0.088888889,10,0,179.1,10
0,0.324369748,0.133333333,6,0,182.3333333,6
0,0.393275599,0.245454545,11,0,323.9090909,11
0,0.331188331,0.069444444,9,0,151.8888889,9
0,0,0,5,5,100.6,0
0,0.228785933,0,2,0,175,2
0,0.228718151,0,1,0,169,1
0,0.388199799,0.048026316,96,0,88.5,96
0,0.228718151,0,1,0,169,1
0,0.320154824,0.083333333,13,0,138.4615385,13
0,0.228718151,0,1,0,169,1
0,0.297227926,0,7,0,139.8571429,7
0,0.255262868,0,3,0,106,3
0,0.355160251,0.042105263,20,0,129.4,20
0,0.252095352,0,1,0,100,1
0,0.331283078,0.038461538,14,0,101.9285714,14
0,0.393609789,0.081140351,57,0,137.4210526,57
0,0.384525984,0.096142607,59,0,126.6949153,59
0,0.264867338,0,2,0,84.5,2
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.264958243,0.166666667,3,0,118,3
0,0.256848176,0,1,0,112,1
0,0.256848176,0,1,0,112,1
0,0.302586883,0.053571429,8,0,117.75,8
0,0.256848176,0,1,0,112,1
0,0.300896453,0,3,0,208,3
0,1,0,1,0,63,1
0,0.293908629,0.017857143,8,0,85.875,8
0,0.349110642,0.063768116,46,0,89.95652174,46
0,0.32033195,0,2,0,207,2
0,0.307161804,0,1,0,281,1
0,0.271926735,0,1,0,131,1
0,0.363009404,0.041269841,36,0,108.6111111,36
0,0.336872727,0.119047619,15,0,111.2,15
0,1,0,1,0,14,1
0,0.269490342,0.083333333,4,0,151.75,4
0,1,0,1,0,195,1
0,1,0,1,0,195,1
0,0.32184547,0.5,2,0,335.5,2
0,0.290480371,0.166666667,3,0,91.66666667,3
0,0,0,4,4,34.75,0
0,1,0,1,0,195,1
0,0.332424286,0.063636364,11,0,148.3636364,11
0,1,0,2,0,188,2
0,0.286633663,0,2,0,299,2
0,1,0,1,0,195,1
0,0.26327157,0.5,2,0,223,2
0,0.339938353,0.049019608,18,0,131.2222222,18
0,0.309047238,0,3,0,190,3
0,0.269615832,0,3,0,70.66666667,3
0,0.291650926,0.333333333,3,0,97.66666667,3
0,0.324642557,0.25,4,0,203.75,4
0,0.268459488,0,1,0,96,1
0,0.268459488,0,1,0,96,1
0,0.268459488,0,1,0,96,1
0,0.254114549,0,1,0,89,1
0,0.395019615,0.075757576,34,0,159.8529412,34
0,0.301758958,0.133333333,6,0,92.66666667,6
0,0.261104848,0,1,0,83,1
0,0.344540315,0.023809524,7,0,148.4285714,7
0,0.32180075,0,1,0,476,1
0,0.32180075,0,1,0,476,1
0,0.32180075,0,1,0,476,1
0,0.322787456,0.166666667,4,0,173.5,4
0,0.322203673,0,3,0,207.3333333,3
0,0.32180075,0,1,0,476,1
0,1,0,1,0,23,1
0,0.334875651,0.070512821,13,0,93.53846154,13
0,0.262704174,0,2,0,86,2
0,0.233044878,0,1,0,64,1
0,0.233044878,0,1,0,64,1
0,0.308019683,0.023684211,20,0,67.95,20
0,0.233091787,0,2,0,49.5,2
0,0.233044878,0,1,0,64,1
0,0,0,2,2,85,0
0,0.233162187,0,2,0,69.5,2
0,0.233044878,0,1,0,64,1
0,0.282232513,1,2,0,79,2
0,0.296353167,0,1,0,169,1
0,1,0,1,0,48,1
0,1,0,1,0,48,1
0,0.243917852,0,2,0,56,2
0,1,0,1,0,48,1
0,1,0,1,0,48,1
0,1,0,1,0,78,1
0,0.387420542,0.077777778,46,0,120.3043478,46
0,0.257963912,0,1,0,73,1
0,0.257963912,0,1,0,73,1
0,0.380233131,0.099206349,28,0,156.6785714,28
0,1,0,1,0,56,1
0,0.284940945,0,2,0,91,2
0,0.224810716,0,1,0,60,1
0,0,1,2,2,271.5,0
0,0.261754069,0,2,0,87.5,2
0,0.235845214,0,1,0,73,1
0,0.386488741,0.058608059,78,0,113.5897436,78
0,0,0,1,1,78,0
0,1,0,1,0,16,1
0,0.323780232,0,7,0,181.4285714,7
0,0.32028765,0,1,0,387,1
0,0.328091798,0.066666667,6,0,209.8333333,6
0,0.32028765,0,1,0,387,1
0,0.32028765,0,1,0,387,1
0,0.32028765,0,1,0,387,1
0,0.326887791,1,2,0,284,2
0,0.321488062,1,2,0,254.5,2
0,0.32028765,0,1,0,387,1
0,0.323825503,0.416666667,4,0,184,4
0,0.32028765,0,1,0,387,1
0,0.32028765,0,1,0,387,1
0,0.320376262,0,2,0,230,2
0,0.382493807,0.076086957,24,0,195.25,24
0,0.321488062,1,2,0,254.5,2
0,0.363579278,0.112643678,30,0,140.5333333,30
0,0.320376262,0,2,0,284,2
0,0.32028765,0,1,0,387,1
0,0.32028765,0,1,0,387,1
0,0.32028765,0,1,0,387,1
0,0.321488062,1,2,0,254.5,2
0,0.321532695,0.5,3,0,194,3
0,0.32028765,0,1,0,387,1
0,0.326427061,0.083333333,4,0,239.25,4
0,0.323057609,0.833333333,3,0,202.3333333,3
0,0.328184781,0.5,3,0,233.6666667,3
0,0.32028765,0,1,0,387,1
0,0.347174337,0.2,5,0,206.8,5
0,0.321488062,1,2,0,254.5,2
0,0.320598007,0.5,2,0,307.5,2
0,0.320464923,0,3,0,189,3
0,1,0,1,0,181,1
0,1,0,1,0,181,1
0,1,0,1,0,181,1
0,1,0,1,0,181,1
0,1,0,1,0,181,1
0,1,0,1,0,181,1
0,0.260576058,0,3,0,145,3
0,0.226238156,0.5,2,0,116.5,2
0,1,0,1,0,181,1
0,0,0.057692308,13,13,119.3846154,0
0,0.287131168,0,4,0,129.25,4
0,0.30246833,0,3,0,276,3
0,0.297724643,0.1,5,0,126.8,5
0,0.318920408,0.416666667,4,0,190.75,4
0,0.250243112,0,2,0,85.5,2
0,0.250162022,0,1,0,47,1
0,0.335603536,0.071428571,7,0,187.2857143,7
0,0.33701979,0.15,5,0,147.2,5
0,0.391745602,0.043167803,79,0,89.53164557,79
0,0,0,3,3,41,0
0,0.319052211,0.018181818,11,0,64.81818182,11
0,0.253836037,0,1,0,57,1
0,0.25389169,0,2,0,56,2
0,0.292942069,1,2,0,435,2
0,0.292942069,1,2,0,435,2
0,0.25619469,0,1,0,467,1
0,0.286173236,0,3,0,211,3
0,0.292942069,1,2,0,435,2
0,0.25619469,0,1,0,467,1
0,0.328324355,0.155555556,10,0,190.9,10
0,0.256279739,0,2,0,268.5,2
0,0.270592359,0,2,0,294,2
0,0.25619469,0,1,0,467,1
0,0.292942069,1,2,0,435,2
0,0.25619469,0,1,0,467,1
0,0.292942069,1,2,0,435,2
0,0.278265049,0.033333333,6,0,151.6666667,6
0,0.25619469,0,1,0,467,1
0,0.25619469,0,1,0,467,1
0,0.25619469,0,1,0,467,1
0,0.292350417,0,2,0,304,2
0,0.25619469,0,1,0,467,1
0,0.256251383,0,2,0,255.5,2
0,0.27991298,0.023809524,7,0,155.1428571,7
0,0.25619469,0,1,0,467,1
0,0.292942069,1,2,0,435,2
0,0.24748878,0,1,0,55,1
0,0.327026264,0,2,0,205.5,2
0,0.303817395,0,3,0,194.3333333,3
0,0,0,4,4,48.5,0
0,0.263241646,0,1,0,251,1
0,0.26327157,0.5,2,0,158.5,2
0,0.345981476,0.047794118,17,0,112.4705882,17
0,0.35304878,0.078494624,31,0,130.7741935,31
0,0.282991202,0,1,0,142,1
0,0.31497348,0.044444444,10,0,110.5,10
0,0.436240347,0.045522355,214,0,109.0654206,214
0,0.221224568,0,1,0,32,1
0,0.221224568,0,1,0,32,1
0,0.272534714,0.166666667,3,0,81,3
0,0.253059441,0,1,0,46,1
0,0.32180075,0.160714286,8,0,117.875,8
0,0.329726651,0.121794872,13,0,95.69230769,13
0,0,0,3,3,116.6666667,0
0.003125907,1,0.106060606,12,11,123,1
0,0.296846962,0,1,0,130,1
0,0.477033986,0.045329332,361,0,103.3047091,361
0,0,0,3,3,159,0
0,0,0.023809524,7,7,118.8571429,0
0,0,0.05,5,5,166.2,0
0,0.289463817,0,1,0,130,1
0,0.31980116,0,8,0,137.375,8
0,0.289463817,0,1,0,130,1
0,0.294169948,0,2,0,89.5,2
0,0.324278913,0.107142857,8,0,119.75,8
0,0.376096135,0.087737844,44,0,143.7272727,44
0.001301717,0.312880119,0.083333333,13,12,106.5833333,1
0,0.29976702,0.5,2,0,94.5,2
0,0.352779893,0.108695652,23,0,139.5652174,23
0,0.280863449,0,4,0,41,4
0,0.213200773,0,1,0,66,1
0,0.213200773,0,1,0,66,1
0,0.378864715,0.093576966,43,0,143.5116279,43
0,0.232951116,0,1,0,71,1
0,0.364150943,0.055335968,23,0,148.4782609,23
0,0.341190336,0.19047619,7,0,169.7142857,7
0,0.258424459,0,1,0,274,1
0,0.258424459,0,1,0,274,1
0,0.303737705,0.083333333,4,0,136.5,4
0,0.283649724,0,1,0,118,1
0,0.283649724,0,1,0,118,1
0,0.287809121,0,2,0,133.5,2
0,0.277265653,0,1,0,88,1
0,0.292645944,0,1,0,107,1
0,0.375486381,0.119047619,28,0,161.8928571,28
0,0.360466926,0.103988604,27,0,148.1111111,27
0,0.347330534,0.082417582,14,0,134.7142857,14
0,0.331662609,0.166666667,4,0,300.5,4
0,0.334006346,0.188888889,10,0,173.4,10
0,0.322562674,0.166666667,7,0,133.4285714,7
0,0.310955961,0.133333333,10,0,110.7,10
0,0.350696548,0.180555556,9,0,205.7777778,9
0,0.278968923,0,1,0,179,1
0,0.296315251,0,1,0,321,1
0,0.267621909,0,4,0,134.5,4
0,0.35554191,0.14,26,0,153.4615385,26
0,0.214902106,0,1,0,91,1
0,0.250459609,0,2,0,159.5,2
0,0.222521138,0,1,0,63,1
0,0.30513834,0.083333333,4,0,108.75,4
0,0.261635789,0,5,0,65.6,5
0,0.302310403,0.166666667,7,0,106.2857143,7
0,0.291834677,0,3,0,131.6666667,3
0,0.305339486,0.5,2,0,218,2
0,0.303578451,0,1,0,162,1
0,0.335700826,0.166666667,6,0,177.3333333,6
0,0.292461169,0.071428571,8,0,86.5,8
0,1,0,1,0,78,1
0,0.363009404,0.071644042,52,0,118.0576923,52
0,1,0,2,0,62.5,2
0,1,0,1,0,33,1
0,0.307202547,0.044615385,26,0,77.42307692,26
0,0,0,3,3,62.66666667,0
0,0.279777724,0.166666667,3,0,159.3333333,3
0,1,0,1,0,193,1
0,1,0,1,0,193,1
0,0.246724193,0,1,0,17,1
0,0.32523522,0.1,5,0,167.6,5
0,0.256962166,0,2,0,72,2
0,0.32785957,0.088888889,10,0,108.2,10
0,0.270434376,0,1,0,133,1
0,0.254058798,0,1,0,75,1
0,0.255347299,0,3,0,70.66666667,3
0,0,0,1,1,399,0
0,0,0,3,3,140.3333333,0
0,0,0.416666667,4,4,246,0
0,0.262972635,0,3,0,65,3
0,0.304736842,0,5,0,163.2,5
0,1,0,1,0,64,1
0,0.308841179,0,4,0,95,4
0,1,0,1,0,72,1
0,1,0,1,0,72,1
0,1,0,1,0,72,1
0,0.331947829,0.053571429,8,0,153.75,8
0,0.189030362,0,3,0,105.6666667,3
0,1,0,1,0,72,1
0,0.279170685,0.166666667,3,0,81.33333333,3
0,1,0,1,0,84,1
0,0.348847718,0.065934066,14,0,170.6428571,14
0,0.265292096,0,2,0,116.5,2
0,0,0,1,1,96,0
0.002270613,0.288617379,0,4,3,130.5,1
0,0.39085695,0.091194969,54,0,146.4444444,54
0,0,0,2,2,88,0
0,0.304016802,0,3,0,115.3333333,3
0,0.255572721,0,1,0,96,1
0,0.268086584,0,1,0,205,1
0,0.327442387,0.261904762,7,0,195.7142857,7
0,0.399448086,0.05952381,84,0,114.0238095,84
0,0.268086584,0,1,0,205,1
0,0.275419194,0,4,0,61,4
0,0,0,1,1,298,0
0,0.308512055,0,1,0,298,1
0,0.315187806,0,2,0,216,2
0,0.347747748,0.096153846,13,0,140.6153846,13
0,0.344335415,0.071895425,18,0,128.0555556,18
0,1,0,1,0,79,1
0,1,0,1,0,79,1
0,1,0,1,0,79,1
0,1,0,1,0,79,1
0,1,0,1,0,79,1
0,0.357904497,0.045073375,54,0,106.2777778,54
0,0.323328214,0.145454545,11,0,130.1818182,11
0,0.288634098,0.166666667,3,0,93,3
0,0.288526224,0,1,0,134,1
0,0.281649033,0,1,0,245,1
0,1,0,1,0,66,1
0,0.32684166,0.045454545,11,0,110.0909091,11
0,0.290116498,0.25,4,0,117.25,4
0,0.343671168,0.108974359,13,0,198.8461538,13
0,0.319140141,0.166666667,3,0,170.3333333,3
0,0.303498886,0.083333333,4,0,94.5,4
0,0.305460301,0,5,0,98.2,5
0,0.252866033,0,3,0,43.33333333,3
0,0.231299311,0,1,0,57,1
0,0.231299311,0,1,0,57,1
0,0.300389105,0.015151515,12,0,84.25,12
0,0.231299311,0,1,0,57,1
0,0.231299311,0,1,0,57,1
0,0.231299311,0,1,0,57,1
0,0.258078895,0,2,0,87,2
0,0.411953042,0.116134752,48,0,167.75,48
0,0.366513689,0.180487805,41,0,165.097561,41
0,0.376524142,0.153940887,29,0,160.8275862,29
0,0.401977793,0.06509958,122,0,109.7622951,122
0,0.33033804,0.366666667,6,0,226.3333333,6
0,0.38832998,0.137815126,35,0,163.6,35
0.016221536,0.400900121,0.097165599,102,1,129.5196078,101
0.369042438,1,0.125,8,7,134.625,1
0,0.371570672,0.079931973,49,0,110.8979592,49
0,0.363979255,0.075609756,41,0,120.8780488,41
0,0.290845159,0,1,0,226,1
0,0.384015918,0.093283582,68,0,127.7205882,68
0,0.409404278,0.070364238,152,0,109.0131579,152
0,0.291320755,0,2,0,137.5,2
0,0.346343652,0.047311828,31,0,99.83870968,31
0,0,0.5,2,2,246,0
0,0,0.083333333,9,9,118.5555556,0
0,0,0.1,5,5,196.4,0
0,0.384079602,0.070094937,80,0,111.95,80
0,0.34088902,0.144444444,10,0,145,10
0,0.290845159,0,1,0,226,1
0,0.30958428,0.066666667,10,0,103.5,10
0,0.268086584,0,4,0,94.5,4
0,0.375243033,0.076612903,32,0,143.21875,32
0,0.275878499,0.166666667,3,0,102.3333333,3
0,0.330857143,0.3,6,0,205.6666667,6
0,0.323057609,0.061904762,15,0,122.9333333,15
0.002856208,0.262174405,0.1,10,7,94.4,3
0,0.2521777,0,2,0,85.5,2
0,0.337609329,0.114285714,15,0,136.6666667,15
0,0.309915697,0.038461538,13,0,111.3846154,13
0,1,0,1,0,158,1
0,0.25259025,0,1,0,47,1
0,0.25259025,0,1,0,47,1
0,0.666666667,0,1,0,12,1
0,0.347539016,0.15,21,0,168.6666667,21
0,0.205464869,0,1,0,52,1
0,0.205464869,0,1,0,52,1
0,0.205464869,0,1,0,52,1
0,0.205464869,0,1,0,52,1
0,1,0,1,0,12,1
0,0,0,2,2,157.5,0
0,1,0,1,0,12,1
0,1,0,1,0,12,1
0,1,0,1,0,12,1
0,1,0,1,0,12,1
0,1,0,1,0,12,1
0,0.262376798,0,2,0,123,2
0,0.300389105,0,3,0,157.6666667,3
0,1,0,1,0,28,1
0,1,0,1,0,28,1
0,0.211990847,0,2,0,40,2
0,0.3390426,0.032163743,19,0,108.5263158,19
0,0.338992974,0.071428571,14,0,150.5714286,14
0,0.23562926,0,2,0,47,2
0,0.264413746,0.5,2,0,77,2
0,0.235485511,0,1,0,61,1
0,1,0,1,0,6,1
0,1,0,1,0,6,1
0,0.289355322,0,2,0,149,2
0,0.260312465,0,1,0,157,1
0,0.260312465,0,1,0,157,1
0,0.265992879,0,2,0,120.5,2
0,0.325007017,0.027777778,9,0,112.3333333,9
0,0.265931795,0,1,0,83,1
0,0.265931795,0,1,0,83,1
0,1,0,1,0,126,1
0,1,0,1,0,126,1
0,0.247568145,0,4,0,148.75,4
0,0.288670074,0,2,0,255,2
0,1,0,1,0,126,1
0,1,0,2,0,172.5,2
0,0.302824268,0.044444444,10,0,73.7,10
0,0.291357403,0,1,0,144,1
0,0.291357403,0,1,0,144,1
0,0.282680337,0,1,0,98,1
0,0.269521704,0,1,0,116,1
0,0.269521704,0,1,0,116,1
0,0.336725792,0.106060606,12,0,160.1666667,12
0,0.271767191,0,1,0,128,1
0,0.271767191,0,1,0,128,1
0,0.347070283,0.110507246,24,0,143.9166667,24
0,0.33834916,0.088235294,18,0,159.5,18
0,0.32638106,0.063636364,11,0,131.9090909,11
0,0.281341108,0,1,0,110,1
0,0.322877457,0.054166667,16,0,91.625,16
0,1,0,1,0,43,1
0,1,0,2,0,68.5,2
0,1,0,1,0,43,1
0,0.277033493,0,3,0,103.3333333,3
0,0.207081545,0,6,0,116.6666667,6
0,0.278164785,0.023809524,7,0,90,7
0,0.203909139,0,3,0,152.6666667,3
0,0.350219265,0.133333333,10,0,201.6,10
0,0.203801478,0,1,0,58,1
0,0.360523039,0.134482759,30,0,135.7666667,30
0,0.286420975,0,2,0,174.5,2
0,0.304656669,0.166666667,3,0,149.6666667,3
0,0.214583526,0,1,0,119,1
0,0.214583526,0,1,0,119,1
0,0.267560074,0,2,0,131,2
0,0.214583526,0,1,0,119,1
0,0.320553633,0.333333333,3,0,241.6666667,3
0,0.252095352,0,1,0,100,1
0,1,0,1,0,6,1
0,0.30485718,0.5,2,0,207,2
0,0.272342427,0,1,0,116,1
0,0.272342427,0,1,0,116,1
0,0.272342427,0,1,0,116,1
0,0.319845325,0.071428571,7,0,113,7
0,0.345310869,0.042857143,15,0,145.7333333,15
0,0.289934902,0.033333333,6,0,89.16666667,6
0,0.275845641,0,1,0,123,1
0,0.275911365,0,2,0,149,2
0,0.275845641,0,1,0,123,1
0,1,0,1,0,24,1
0,1,0,1,0,24,1
0,1,0,1,0,24,1
0,1,0,1,0,24,1
0,1,0,1,0,24,1
0,0.209744611,0,1,0,96,1
0,0.209744611,0,1,0,96,1
0,0.244690967,0,2,0,91.5,2
0,0.281238616,0.083333333,4,0,99.25,4
0,0.356198093,0.116959064,19,0,153.7894737,19
0,0.244613435,0,1,0,118,1
0,0.291834677,0,3,0,90.66666667,3
0,0.265352887,0,2,0,104,2
0,0.401664932,0.100600601,37,0,156.4864865,37
0,0.225775005,0,1,0,72,1
0,1,0,1,0,219,1
0,0.284765769,0,2,0,181,2
0,0.319008264,0.166666667,4,0,196.25,4
0,0.341945962,0.285714286,8,0,221.625,8
0,0.275911365,0,4,0,137.75,4
0,0.267220492,0,3,0,137,3
0,1,0,1,0,1,1
0,0,0,1,1,1,0
0,1,0,1,0,10,1
0,0.265292096,0,1,0,143,1
0,0.273145418,0,2,0,216.5,2
0,0.309998661,0.013888889,9,0,86.33333333,9
0,0.265292096,0,1,0,143,1
0,0.375730045,0.10960961,37,0,141,37
0,0.306511382,0.333333333,3,0,163.6666667,3
0,0.240323752,0,1,0,70,1
0,0.301719646,0,1,0,123,1
0,0.269678621,0,1,0,194,1
0,0.290699134,0,1,0,125,1
0,0.290699134,0,1,0,125,1
0,0.291614203,0,2,0,71.5,2
0,0,0.064102564,13,13,84.69230769,0
0,0,0.142857143,7,7,139,0
0,0.330809884,0.069230769,26,0,97,26
0,0.222200902,0,2,0,60,2
0,0.271035693,0,3,0,131,3
0,0.300818288,0.5,2,0,196.5,2
0,0.31940422,0.089285714,8,0,163.5,8
0,1,0,1,0,57,1
0,1,0,1,0,57,1
0,0.323734973,0.044444444,10,0,120.5,10
0,0.333093629,0.041666667,16,0,107.125,16
0,0.250975293,0,1,0,75,1
0,0.311290323,0.196428571,8,0,137.75,8
0,0.273435655,0.5,2,0,110.5,2
0,0.220277725,0,1,0,107,1
0,0.248925193,0,1,0,72,1
0,0.333189469,0.097222222,9,0,156.6666667,9
0,0.284485935,0,3,0,127.6666667,3
0,0.267097221,0,1,0,122,1
0,0.354942529,0.14047619,21,0,160.2857143,21
0,0.267097221,0,1,0,122,1
0,0.267097221,0,1,0,122,1
0,0.320642392,0.098484848,12,0,110.8333333,12
0,0.267097221,0,1,0,122,1
0,0.267097221,0,1,0,122,1
0,0.236955187,0,1,0,45,1
0,0.283025785,0,4,0,116.25,4
0,0.236955187,0,1,0,45,1
0,0.343620178,0.026315789,19,0,113.6842105,19
0,0.236955187,0,1,0,45,1
0,0.246540345,0,3,0,74.66666667,3
0,0.275190114,0,2,0,86,2
0,1,0,1,0,46,1
0,1,0,1,0,48,1
0,1,0,1,0,48,1
0,0.208517151,0,1,0,52,1
0,0.31896433,0,2,0,233,2
0,0.349584906,0.142857143,7,0,238.8571429,7
0,0.266697374,0.5,2,0,163.5,2
0,0.258424459,0,1,0,274,1
0,0.258424459,0,1,0,274,1
0,0.258424459,0,1,0,274,1
0,0.287523277,0.5,2,0,212,2
0,0.330809884,0.666666667,3,0,378,3
0,0.258424459,0,1,0,274,1
0,0.258424459,0,1,0,274,1
3.88E-04,1,0.090909091,11,10,101.7272727,1
0,0.258424459,0,1,0,274,1
0,0.328977273,0.3,6,0,291.3333333,6
0,0.258424459,0,1,0,274,1
0,0.467501009,0.057868245,243,0,116.1316872,243
0,0.31078905,0.166666667,6,0,147,6
0,0.398211829,0.103076923,26,0,188.8846154,26
0,0.353533812,0.065934066,14,0,160.6428571,14
0,0.285679043,0,1,0,112,1
0,0.33785558,0.166666667,3,0,216.3333333,3
0,0.285679043,0,1,0,112,1
